"Page","Impressions","Clicks","CTR","Avg. Position"
"https://registreduquebec.com/organismes-publics-et-communautaires/waterloo/le-cercle-de-fermieres-waterloo-1143284983-2151","28","0","0%","8"
"https://registreduquebec.com/automobile-et-transport/dorval/nishan-transport-inc","27","2","7.41%","3.8889"
"https://registreduquebec.com/en/faq","26","0","0%","6.69231538461538"
"https://registreduquebec.com/sports-et-loisirs/cp-515/club-coursiers-des-neiges-geant","26","0","0%","6.07693846153846"
"https://registreduquebec.com/entreprise/crapule-et-malcommode","25","0","0%","7.8"
"https://registreduquebec.com/entreprise/le-cercle-de-fermieres-waterloo-1143284983-2151","25","0","0%","9"
"https://registreduquebec.com/sante-et-bien-etre/granby/polyclinique-du-quartier-inc","24","0","0%","8.0416375"
"https://registreduquebec.com/organismes-publics-et-communautaires/quebec/club-de-reforme-2","22","0","0%","6.3636"
"https://registreduquebec.com/en/construction/potton/aspro-construction","19","0","0%","2.78946315789474"
"https://registreduquebec.com/commerce-de-detail/granby/specialites-en-quincaillerie-armand-lebeau-inc-4","18","0","0%","6.05560555555556"
"https://registreduquebec.com/entreprise/joliette/laction","18","0","0%","7"
"https://registreduquebec.com/automobile-et-transport/saint-jacques-le-mineur/garage-c-n-clermont-inc-2","17","0","0%","7"
"https://registreduquebec.com/services-professionnels/saint-jerome/s4evo-suspension-inc","17","0","0%","7.6471"
"https://registreduquebec.com/services-professionnels/toronto-ontario/societe-de-gestion-ope-cbi-employeeco-2","17","0","0%","7.7059"
"https://registreduquebec.com/restauration/sherbrooke/resto-bar-la-seigneurie-4","16","0","0%","9"
"https://registreduquebec.com/organismes-publics-et-communautaires/brossard/conseil-central-de-la-monteregie-csn","16","0","0%","2.93748125"
"https://registreduquebec.com/entreprise/montreal/solutions-novatech-inc","16","0","0%","6.25"
"https://registreduquebec.com/entreprise/victoriaville/gestion-marieclaude-inc-3","15","0","0%","19.6"
"https://registreduquebec.com/entreprise/cooperative-dhabitation-lorenzo-genest","15","1","6.67%","3.9333"
"https://registreduquebec.com/organismes-publics-et-communautaires/quebec/cjr","15","0","0%","4.7333"
"https://registreduquebec.com/entreprise/gestion-guy-sirois-inc-2","15","0","0%","3.2667"
"https://registreduquebec.com/entreprise/gestion-olivier-dufour-inc-2","15","0","0%","6.9333"
"https://registreduquebec.com/entreprise/longueuil/les-artisans-bricoleurs-de-longueuil","14","0","0%","6.5"
"https://registreduquebec.com/finance-assurance-et-juridique/laval/sc-marc-legault-2","14","0","0%","9.5"
"https://registreduquebec.com/entreprise/montreal/idolem-mc-plaza-st-hubert","14","0","0%","7.07142142857143"
"https://registreduquebec.com/en/organismes-publics-et-communautaires/levis/la-fabrique-de-la-paroisse-saint-joseph-de-levis","13","0","0%","6"
"https://registreduquebec.com/entreprise/quebec/concept-c-boutique-1174626441","13","0","0%","4.53846153846154"
"https://registreduquebec.com/commerce-de-detail/saguenay/sail-chicoutimi-1149744915-17","13","0","0%","8.61538461538462"
"https://registreduquebec.com/entreprise/montreal/maison-der-ursprung-inc","13","0","0%","7.38463846153846"
"https://registreduquebec.com/services-professionnels/shannon/projet-frederine-inc-2","13","0","0%","11"
"https://registreduquebec.com/entreprise/projet-frederine-inc-2","12","0","0%","8.6667"
"https://registreduquebec.com/a-propos","12","0","0%","5.8333"
"https://registreduquebec.com/entreprise/centre-sportif-de-la-petite-bourgogne-2","12","1","8.33%","7.91664166666667"
"https://registreduquebec.com/services-professionnels/montreal/duplessis-robillard-avocats-1167360313","12","1","8.33%","3.8333"
"https://registreduquebec.com/entreprise/longueuil/radiologie-p-b-inc-1149751225-4","12","0","0%","5.75"
"https://registreduquebec.com/entreprise/sos-prof","12","0","0%","3.9167"
"https://registreduquebec.com/organismes-publics-et-communautaires/saint-augustin-de-desmaures/club-sportif-50-de-st-augustin","12","0","0%","5.5833"
"https://registreduquebec.com/en/commerce-de-detail/terrebonne/sail-lachenaie-1149744915-18","12","0","0%","6.3333"
"https://registreduquebec.com/finance-assurance-et-juridique/quebec/investia-services-financiers-inc","12","0","0%","10"
"https://registreduquebec.com/en/finance-insurance-and-legal/montreal/les-investissements-george-fanaberia-inc","11","1","9.09%","6.6364"
"https://registreduquebec.com/technologie/boucherville/horizon-sante-boucherville","11","0","0%","2.90910909090909"
"https://registreduquebec.com/technologie/boisbriand/opti-club-melissa-bgoyer-opticienne","11","1","9.09%","4.36363636363636"
"https://registreduquebec.com/organismes-publics-et-communautaires/la-prairie/carrefour-loisirs-50-la-prairie","11","0","0%","8.9091"
"https://registreduquebec.com/entreprise/club-de-lage-dor-de-st-leon-le-grand-matapedia","11","0","0%","4.9091"
"https://registreduquebec.com/en/business/laval/mia-installations-inc","11","2","18.18%","3.90909090909091"
"https://registreduquebec.com/sante-et-bien-etre/saint-jerome/patrice-makinen-orthopediste-inc-3","11","1","9.09%","7"
"https://registreduquebec.com/commerce-de-detail/saint-paul-d-abbotsford/laitquip-scott-2","11","0","0%","5.4545"
"https://registreduquebec.com/sante-et-bien-etre/shawinigan/residence-la-barcelone","11","5","45.45%","4.00000909090909"
"https://registreduquebec.com/services-professionnels/montreal/transican","11","0","0%","3.36363636363636"
"https://registreduquebec.com/entreprise/systeme-ceratech-3","11","0","0%","8.1818"
"https://registreduquebec.com/technologie/montreal/fondation-alliance-montreal","11","2","18.18%","2.9091"
"https://registreduquebec.com/en/professional-services/montreal/excavation-wapishish-inc","11","3","27.27%","2.1818"
"https://registreduquebec.com/sante-et-bien-etre/roxton-pond/cooperative-de-solidarite-sante-roxton-pond","10","2","20%","6.90001"
"https://registreduquebec.com/entreprise/brossard/le-relais-richer-inc","10","4","40%","4.10001"
"https://registreduquebec.com/entreprise/blainville/perfect-climat-inc","10","2","20%","1.3"
"https://registreduquebec.com/en/professional-services/laval/equipe-montreal-lions-cup-2025-4","10","5","50%","3.5"
"https://registreduquebec.com/en/technology-and-it/repentigny/souritech-informatique","9","0","0%","5.11111111111111"
"https://registreduquebec.com/commerce-de-detail/montreal/les-importations-kanu-inc","9","1","11.11%","4"
"https://registreduquebec.com/entreprise/groupe-sorintellis-inc","9","1","11.11%","9.66666666666667"
"https://registreduquebec.com/entreprise/clinique-medicale-le-trait-dunion","9","0","0%","9"
"https://registreduquebec.com/organismes-publics-et-communautaires/montreal/societe-des-evaluateurs-experts-en-sciences-de-la-","9","2","22.22%","3.2222"
"https://registreduquebec.com/entreprise/fondation-de-la-famille-germain-3","8","1","12.5%","3"
"https://registreduquebec.com/entreprise/laval/groupe-lacherre-inc-2","8","3","37.5%","2.75"
"https://registreduquebec.com/entreprise/l-ile-perrot/syndicat-des-coproprietaires-du-8-et-10-rue-rene-e-2","8","1","12.5%","5.875"
"https://registreduquebec.com/technologie/saint-bonaventure/ferme-ls-tessier-inc","8","1","12.5%","3.375"
"https://registreduquebec.com/sante-et-bien-etre/terrebonne/gestion-groupe-5-ltee","8","2","25%","3.5"
"https://registreduquebec.com/en/business/montreal/centre-communautaire-la-resurrection-ccr","8","0","0%","5"
"https://registreduquebec.com/en/business/laval/finition-de-beton-acf-inc","8","2","25%","2.375"
"https://registreduquebec.com/services-professionnels/saint-hyacinthe/jujubes-et-chocolats-confiserie","8","0","0%","8.75"
"https://registreduquebec.com/construction/orford/groupe-construction-mma","8","3","37.5%","2"
"https://registreduquebec.com/entreprise/blainville/clinique-de-sante-famma-inc","8","1","12.5%","4.75"
"https://registreduquebec.com/entreprise/montreal/les-services-de-vente-jack-klam-inc","7","0","0%","8.14287142857143"
"https://registreduquebec.com/services-professionnels/prevost/alt-group-babymoov-corp","7","2","28.57%","5"
"https://registreduquebec.com/en/entreprise/laval/solutions-cloud-inc","7","4","57.14%","2"
"https://registreduquebec.com/sports-et-loisirs/les-coteaux/club-de-soccer-soulanges","7","0","0%","4.42857142857143"
"https://registreduquebec.com/services-professionnels/saint-hyacinthe/douville-lave-auto","7","0","0%","5.14285714285714"
"https://registreduquebec.com/etude-notariale-et-conseiller-juridique/gatineau/patrick-masson-notaire","7","1","14.29%","7.28572857142857"
"https://registreduquebec.com/commerce-de-detail/beloeil/raoul-chagnon-1986-inc-3","7","0","0%","5.00001428571429"
"https://registreduquebec.com/en/business/saint-hyacinthe/alexandre-endocrinologie-inc","7","2","28.57%","4.8571"
"https://registreduquebec.com/technologie/magog/les-delices-lafrenaie-magog","7","1","14.29%","5.85714285714286"
"https://registreduquebec.com/entreprise/laval/investissement-immobilier-laval-inc","7","4","57.14%","1"
"https://registreduquebec.com/industrie-fabrication-et-logistique/beloeil/efficom-inc","7","2","28.57%","3.8571"
"https://registreduquebec.com/technologie/sainte-melanie/ferme-samuel-berube-inc","7","1","14.29%","2.5714"
"https://registreduquebec.com/industrie-fabrication-et-logistique/quebec/arcsys-industries-inc-2","7","1","14.29%","8.2857"
"https://registreduquebec.com/services-professionnels/quebec/guillot-electrique-inc","7","2","28.57%","5.4286"
"https://registreduquebec.com/entreprise/terrebonne/construction-pdf-inc","7","1","14.29%","5.28571428571429"
"https://registreduquebec.com/sante-et-bien-etre/varennes/clinique-la-releve-inc","7","1","14.29%","6.99998571428571"
"https://registreduquebec.com/entreprise/quebec/varietes-2020","7","0","0%","4.28571428571429"
"https://registreduquebec.com/industrie-fabrication-et-logistique/longueuil/laboratoire-reaction-dynamics-inc","7","1","14.29%","10"
"https://registreduquebec.com/entreprise/laval/buffet-des-continents","7","1","14.29%","5.42855714285714"
"https://registreduquebec.com/entreprise/varietes-2020","6","0","0%","6"
"https://registreduquebec.com/en/browse","6","0","0%","6.5"
"https://registreduquebec.com/commerce-de-detail/terrebonne/sail-lachenaie-1149744915-18","6","0","0%","5.3333"
"https://registreduquebec.com/agriculture-et-environnement/saint-roch-ouest/avi-coq-inc-3","6","0","0%","26.3333"
"https://registreduquebec.com/entreprise/montpak-international-inc-2","6","0","0%","8.1667"
"https://registreduquebec.com/industrie-fabrication-et-logistique/montreal/distribution-uniplus-network","6","0","0%","6.83333333333333"
"https://registreduquebec.com/en/professional-services/drummondville/association-des-boucher-damerique","6","1","16.67%","5"
"https://registreduquebec.com/entreprise/saint-apollinaire/club-ford-mustang-quebec","6","1","16.67%","7"
"https://registreduquebec.com/en/business/montreal/dr-martine-lafleur-inc-2","6","1","16.67%","10"
"https://registreduquebec.com/technologie/montreal/alain-channevy-cpa-inc-2","6","2","33.33%","2.6667"
"https://registreduquebec.com/industrie-fabrication-et-logistique/becancour/moeve-chimie-becancour-inc","6","1","16.67%","3.33333333333333"
"https://registreduquebec.com/nettoyage-a-domicile-et-entreprise/granby/nettoyage-ulloa-inc-2","6","1","16.67%","2.1667"
"https://registreduquebec.com/entreprise/corporation-evenements-aventure-2","6","2","33.33%","1.6667"
"https://registreduquebec.com/en/transportation-and-logistics/saint-donat/transport-philippe-rioux-2","6","4","66.67%","2"
"https://registreduquebec.com/en/professional-services/roxton-pond/jst-lavoie","6","2","33.33%","6"
"https://registreduquebec.com/entreprise/levis/refuge-felin-la-patte-douce","6","3","50%","3.6667"
"https://registreduquebec.com/entreprise/comptoirs-betalex-inc-2","6","1","16.67%","4.8333"
"https://registreduquebec.com/industrie-fabrication-et-logistique/sainte-therese/aaa-canada-inc-1165608887-1","6","0","0%","4.33335"
"https://registreduquebec.com/en/business/montreal/syndicat-de-copropriete-espace-ranger","6","5","83.33%","3.3333"
"https://registreduquebec.com/organismes-publics-et-communautaires/levis/club-fadoq-st-joseph-de-lauzon","6","1","16.67%","9.5"
"https://registreduquebec.com/entreprise/mont-laurier/crematoire-lenvolee-inc","6","2","33.33%","5.8333"
"https://registreduquebec.com/organismes-publics-et-communautaires/la-sarre/le-cercle-de-fermieres-la-sarre-2","6","3","50%","3.6667"
"https://registreduquebec.com/entreprise/explorawatt-inc","6","1","16.67%","7.1667"
"https://registreduquebec.com/commerce-de-detail/salaberry-de-valleyfield/direction-pep","6","2","33.33%","7.5"
"https://registreduquebec.com/en/business/shawinigan/abris-js-2","6","2","33.33%","5.3333"
"https://registreduquebec.com/construction/saint-hyacinthe/chevrier-construction-acier-inc-3","6","4","66.67%","2.5"
"https://registreduquebec.com/construction/trois-rivieres/plomberie-inter-mauricie","6","1","16.67%","7"
"https://registreduquebec.com/services-professionnels/vancouver-british-columbia/equity-exploration-consultants-ltd","6","2","33.33%","3.83333333333333"
"https://registreduquebec.com/entreprise/entreprises-arnaud-foulon-04-inc-1174189416","6","0","0%","23.6667"
"https://registreduquebec.com/sports-et-loisirs/terrebonne/centre-de-hockey-balle-1160810843-7","6","1","16.67%","43.8333"
"https://registreduquebec.com/entreprise/ruspina-services","5","0","0%","24.6"
"https://registreduquebec.com/en/business/boisbriand/pharmacie-gregoire-arakelian-boisbriand-inc-2","5","3","60%","5.4"
"https://registreduquebec.com/construction-et-renovation/blainville/les-toitures-magella-giguere-inc","5","0","0%","4"
"https://registreduquebec.com/organismes-publics-et-communautaires/sainte-julie/waycomm-inc","5","0","0%","3.2"
"https://registreduquebec.com/en/business/montreal/cdp-groupe-infrastructures-iii-inc","5","4","80%","3"
"https://registreduquebec.com/entreprise/levis/lentrepot-liquidation-extreme-inc","5","0","0%","3.8"
"https://registreduquebec.com/industrie-fabrication-et-logistique/chateauguay/la-cour-a-bateaux-chateauguay-nord","5","0","0%","1.8"
"https://registreduquebec.com/entreprise/les-solutions-burton-mill-2","5","1","20%","5.2"
"https://registreduquebec.com/entreprise/pars-2000-inc-2","5","1","20%","3"
"https://registreduquebec.com/sports-et-loisirs/montreal/club-de-tennis-ile-des-soeurs","5","0","0%","8.2"
"https://registreduquebec.com/construction/lachute/unifort-construction-inc","5","4","80%","1.6"
"https://registreduquebec.com/entreprise/quebec/tita-inc-2","5","0","0%","3"
"https://registreduquebec.com/services-professionnels/montreal/lev-cardiologie-inc-2","5","0","0%","8.2"
"https://registreduquebec.com/services-funeraires/les-iles-de-la-madeleine/maison-funeraire-leblanc-inc-3","5","0","0%","3.6"
"https://registreduquebec.com/services-funeraires/deux-montagnes/cimetiere-hillcrest-2","5","2","40%","4.4"
"https://registreduquebec.com/en/professional-services/montreal/gestions-rbjb-inc","5","0","0%","27.6"
"https://registreduquebec.com/agriculture-et-environnement/saint-norbert-d-arthabaska/ferme-enzler-inc","5","1","20%","5.6"
"https://registreduquebec.com/entreprise/saint-remi/club-de-lamitie-sans-frontieres-de-la-monteregie","5","3","60%","1.4"
"https://registreduquebec.com/finance-assurance-et-juridique/mont-royal/gestion-magaly-charbonneau-inc","5","6","120%","13"
"https://registreduquebec.com/entreprise/saguenay/ethiqueia-quebec-inc","5","0","0%","6.6"
"https://registreduquebec.com/services-professionnels/contrecoeur/cereales-des-basques-inc","5","2","40%","4"
"https://registreduquebec.com/sante-et-bien-etre/montreal/mouvement-des-focolari-branche-masculine","5","0","0%","4.6"
"https://registreduquebec.com/technologie/montreal/exode-ressources-2","5","1","20%","4.6"
"https://registreduquebec.com/technologie/mascouche/lunetterie-beland-riviere-du-loup","5","0","0%","3.39998"
"https://registreduquebec.com/organismes-publics-et-communautaires/gatineau/distribution-madm-1164829757","5","4","80%","2.4"
"https://registreduquebec.com/entreprise/trois-rivieres/immobilier-mauricie-inc","5","0","0%","3.2"
"https://registreduquebec.com/entreprise/beton-surface-outaouais","5","2","40%","6.4"
"https://registreduquebec.com/sports-et-loisirs/montreal/arpvm-2","5","2","40%","5"
"https://registreduquebec.com/entreprise/montreal/college-de-la-concorde","5","0","0%","3.4"
"https://registreduquebec.com/entreprise/sutton/mfg-corporatif-inc","5","3","60%","2.4"
"https://registreduquebec.com/organismes-publics-et-communautaires/jonquiere/le-club-optimiste-jonquiere-inc-2","5","2","40%","4.2"
"https://registreduquebec.com/services-professionnels/saint-laurent/emballage-shalom-inc","5","2","40%","3"
"https://registreduquebec.com/blogue/top-10-restaurants-montreal","5","0","0%","5.4"
"https://registreduquebec.com/construction-et-renovation/saint-jerome/construction-projetco-inc","5","2","40%","4.6"
"https://registreduquebec.com/entreprise/lamothe-veronique-2","5","0","0%","3.8"
"https://registreduquebec.com/commerce-de-detail/drummondville/plomberie-guy-martel-inc","5","0","0%","7"
"https://registreduquebec.com/entreprise/montreal/maison-45-inc-2","5","1","20%","3.2"
"https://registreduquebec.com/entreprise/saint-georges/studio-marie-esthetique-4","5","0","0%","21.8"
"https://registreduquebec.com/industrie-fabrication-et-logistique/saint-eustache/groupe-jcl","5","0","0%","6.2"
"https://registreduquebec.com/entreprise/ferme-claudor-fils-inc","5","0","0%","6.6"
"https://registreduquebec.com/finance-assurance-et-juridique/saguenay/cooperative-dhabitation-lorenzo-genest","5","1","20%","4.2"
"https://registreduquebec.com/ville/laval","5","1","20%","5.6"
"https://registreduquebec.com/entreprise/ferme-la-petite-peggy-inc-2","5","2","40%","2.4"
"https://registreduquebec.com/services-funeraires/riviere-du-loup/la-compagnie-des-cimetieres-catholiques-de-riviere","5","2","40%","3"
"https://registreduquebec.com/maison-et-services-domestiques/fossambault-sur-le-lac/appelsj","5","0","0%","13.2"
"https://registreduquebec.com/organismes-publics-et-communautaires/cp-1030/club-optimiste-cote-de-beaupre-2006","5","3","60%","2"
"https://registreduquebec.com/entreprise/montreal/bakus-1177044188","5","0","0%","5"
"https://registreduquebec.com/entreprise/drummondville/transport-rolf-inc-2","5","3","60%","1.4"
"https://registreduquebec.com/services-professionnels/sherbrooke/garderie-artrythmetik-inc","5","0","0%","3.8"
"https://registreduquebec.com/construction/laval/construction-scandium-inc","5","2","40%","4"
"https://registreduquebec.com/entreprise/oreste-auto-pros-1179641072","5","2","40%","2.8"
"https://registreduquebec.com/sante-et-bien-etre/pointe-claire/clinique-medicale-360-inc","5","0","0%","6.6"
"https://registreduquebec.com/finance-assurance-et-juridique/becancour/gestion-lina-verville-inc","5","1","20%","6.4"
"https://registreduquebec.com/en/business/brossard/gr-international","5","0","0%","5.2"
"https://registreduquebec.com/entreprise/solutions-cloud-inc","5","2","40%","2.4"
"https://registreduquebec.com/services-professionnels/repentigny/deneigement-martel","5","0","0%","3.4"
"https://registreduquebec.com/entreprise/laval/services-dentretien-mad-pro-inc","5","2","40%","2"
"https://registreduquebec.com/finance-assurance-et-juridique/drummondville/lampron-gagnon-associes-2","5","0","0%","30"
"https://registreduquebec.com/services-professionnels/riviere-rouge/les-serres-frank-zyromski-inc","5","0","0%","3.4"
"https://registreduquebec.com/entreprise/laval/michel-depatie-cpa-inc-2","5","1","20%","5.4"
"https://registreduquebec.com/entreprise/entreposage-champion-inc","5","2","40%","2.2"
"https://registreduquebec.com/technologie-et-informatique/saint-bruno-de-montarville/club-informatique-mont-bruno","5","3","60%","7"
"https://registreduquebec.com/agriculture-et-environnement/saint-damase/cabri-genetique-international-inc","5","0","0%","9"
"https://registreduquebec.com/services-professionnels/montreal/gestion-immeubles-elegance","5","1","20%","4.6"
"https://registreduquebec.com/en/restaurants/boucherville/agence-baravin-inc","5","0","0%","6"
"https://registreduquebec.com/entreprise/sayabec/dr-yan-fortin-veterinaire-2","5","2","40%","1.4"
"https://registreduquebec.com/entreprise/thetford-mines/groupe-rdl-thetfordplessis-inc","5","0","0%","5"
"https://registreduquebec.com/finance-assurance-et-juridique/laval/les-immeubles-azul","5","5","100%","1"
"https://registreduquebec.com/entreprise/trois-rivieres/pizza-salvatore-louiseville","5","1","20%","3.4"
"https://registreduquebec.com/education-et-formation/montreal/les-rois-du-propre","4","0","0%","6.75"
"https://registreduquebec.com/entreprise/montreal/wxg-groupe-gestion-construction-2","4","0","0%","4.5"
"https://registreduquebec.com/entreprise/planchers-woodpro-2","4","2","50%","2.75"
"https://registreduquebec.com/entreprise/laval/groupe-boridy-inc-2","4","1","25%","5.5"
"https://registreduquebec.com/entreprise/montreal/dre-florence-godin-inc","4","3","75%","5.25"
"https://registreduquebec.com/entreprise/montreal/chriqui-et-associes-notaires","4","1","25%","3.5"
"https://registreduquebec.com/organismes-publics-et-communautaires/papineauville/le-club-des-aines-de-la-baie","4","2","50%","2.5"
"https://registreduquebec.com/en/public-and-community-organizations/brossard/conseil-central-de-la-monteregie-csn","4","0","0%","9"
"https://registreduquebec.com/en/technology/laval/raytech-electronique-inc","4","1","25%","2.5"
"https://registreduquebec.com/sante-et-bien-etre/laval/clinique-dentaire-lequestre-inc-4","4","2","50%","2.25"
"https://registreduquebec.com/organismes-publics-et-communautaires/beauharnois/syndicat-des-pompiers-et-pompieres-du-quebec-secti-8","4","0","0%","5.5"
"https://registreduquebec.com/organismes-publics-et-communautaires/saint-cyrille-de-wendover/club-de-lage-dor-st-cyrille-de-wendover","4","0","0%","2"
"https://registreduquebec.com/entreprise/saint-colomban/deneigement-express-2","4","0","0%","16.5"
"https://registreduquebec.com/en/professional-services/saint-henri/gestion-jean-leveille-2025-inc","4","1","25%","9"
"https://registreduquebec.com/en/finance-assurance-et-juridique/quebec/le-groupe-gesco-star-ltee","4","0","0%","9"
"https://registreduquebec.com/entreprise/les-constructions-logistiques-ss-inc-2","4","1","25%","4.25"
"https://registreduquebec.com/education-et-formation/montreal/labos-bello-inc","4","0","0%","3.25"
"https://registreduquebec.com/entreprise/verdun/tecnoconduite-wellington-1179861829","4","1","25%","2"
"https://registreduquebec.com/entreprise/quebec/bender-et-associes-inc-2","4","1","25%","8.25"
"https://registreduquebec.com/industrie-fabrication-et-logistique/pointe-claire/ditech-plastco-inc-3","4","0","0%","7"
"https://registreduquebec.com/entreprise/quebec/syndicat-des-coproprietaires-du-663-a-663-b-des-ea","4","1","25%","5.5"
"https://registreduquebec.com/entreprise/adnan-busuladzic-md-inc-1179075545","4","1","25%","7"
"https://registreduquebec.com/entreprise/les-realisations-courtemanche-inc-2","4","0","0%","6.75"
"https://registreduquebec.com/entreprise/levis/mouvement-sportif-levis","4","1","25%","3.75"
"https://registreduquebec.com/agriculture-et-environnement/saint-hyacinthe/volailles-labbe-lavallee-et-filles-inc","4","1","25%","7.5"
"https://registreduquebec.com/soins-a-domicile/saint-georges/esthetique-meliza-roy-2263975973-1","4","1","25%","2.5"
"https://registreduquebec.com/en/technology/montreal/services-medicaux-osama-roshdy-inc","4","0","0%","9.75"
"https://registreduquebec.com/en/professional-services/blainville/gestion-stephane-legare-inc-3","4","0","0%","9.5"
"https://registreduquebec.com/entreprise/sainte-julie/lamarre-simon","4","2","50%","1"
"https://registreduquebec.com/finance-assurance-et-juridique/montreal/atkinsrealis-mcgill-associe-inc-1166508250","4","0","0%","6"
"https://registreduquebec.com/entreprise/services-alimentaires-mk-inc-2","4","1","25%","2.5"
"https://registreduquebec.com/en/technology/montreal/marc-lessard-architecte-2","4","1","25%","8"
"https://registreduquebec.com/en/business/montreal/jm-gateaux","4","0","0%","4.25"
"https://registreduquebec.com/organismes-publics-et-communautaires/eastman/association-des-proprietaires-du-domaine-monbel","4","1","25%","2.75"
"https://registreduquebec.com/entreprise/longueuil/syndicat-de-la-copropriete-lum-pur-fleuve","4","1","25%","6"
"https://registreduquebec.com/education-et-formation/montreal/tripar-inc","4","2","50%","4.75"
"https://registreduquebec.com/automobile-et-transport/gatineau/les-autobus-du-village-inc","4","1","25%","6.25"
"https://registreduquebec.com/entreprise/montreal/riccio-cpa-inc","4","2","50%","3.999975"
"https://registreduquebec.com/entreprise/rosemere/sgti-solutions-inc-3","4","0","0%","3.5"
"https://registreduquebec.com/entreprise/essor-economique-quebec-tech","4","2","50%","5.5"
"https://registreduquebec.com/en/finance-insurance-and-legal/laval/cegeti-inc-2","4","0","0%","2"
"https://registreduquebec.com/en/business/terrebonne/cabinet-comptable-plan-action-inc","4","0","0%","6.75"
"https://registreduquebec.com/commerce-de-detail/quebec/distribution-pro-plastic","4","1","25%","2"
"https://registreduquebec.com/services-professionnels/saint-charles-borromee/gestion-alemel-inc","4","2","50%","1"
"https://registreduquebec.com/entreprise/mont-laurier/gopizz-2280656028-1","4","1","25%","2.75"
"https://registreduquebec.com/technologie/laval/montpak-international-inc-2","4","0","0%","5.5"
"https://registreduquebec.com/entreprise/wotton/les-gens-bons-du-sud-inc","4","2","50%","2"
"https://registreduquebec.com/organismes-publics-et-communautaires/longueuil/association-des-pompiers-et-pompieres-de-lagglomer-3","4","0","0%","4"
"https://registreduquebec.com/services-professionnels/rimouski/reflexe-image-et-conseils","4","3","75%","2.250025"
"https://registreduquebec.com/entreprise/amqui/gestion-simon-didier-inc","4","2","50%","3.25"
"https://registreduquebec.com/entreprise/zone-sst-inc","4","1","25%","5.25"
"https://registreduquebec.com/sante-et-bien-etre/laval/clinique-medicale-est-de-lile","4","1","25%","5.25"
"https://registreduquebec.com/entreprise/les-constructions-philippe-dostie-inc","4","3","75%","2.75"
"https://registreduquebec.com/entreprise/saint-amable/restaurant-mon-amour","4","2","50%","7"
"https://registreduquebec.com/entreprise/lachute/economies-smt","4","2","50%","3.5"
"https://registreduquebec.com/entreprise/novenviro-inc","4","1","25%","2.5"
"https://registreduquebec.com/entreprise/anatis-bioprotection-2","4","2","50%","2"
"https://registreduquebec.com/entreprise/boisbriand/importations-fd-flex","4","1","25%","2.75"
"https://registreduquebec.com/entreprise/les-iles-de-la-madeleine/pecheries-avalon-inc","4","0","0%","7.5"
"https://registreduquebec.com/entreprise/cacouna/eko-structure-inc","4","1","25%","5.25"
"https://registreduquebec.com/services-professionnels/sainte-rose-du-nord/nomade-quad-electrique-inc-2","4","1","25%","5"
